1,1,5,0,1,1,0,1,-55555,0,-55555,0,3
2,1,2,0,0,1,1,1,-55555,0,-55555,0,5
3,1,4,0,0,1,1,1,-55555,0,-55555,2,3
4,1,3,0,0,1,1,1,-55555,1,-55555,0,4
5,1,2,0,0,1,1,1,-55555,1,-55555,2,5
6,1,2,1,1,1,1,1,-55555,1,-55555,0,5
7,1,5,0,0,1,1,1,-55555,1,-55555,2,5
8,1,2,0,1,1,1,1,-55555,1,-55555,0,5
9,1,2,1,1,1,1,1,-55555,1,-55555,2,3
10,1,3,1,1,0,0,1,-55555,0,-55555,0,1
11,1,3,1,1,1,1,1,-55555,1,-55555,2,5
12,1,5,0,1,1,1,1,-55555,1,-55555,1,5
13,1,3,0,1,1,1,1,-55555,1,-55555,2,5
14,1,5,0,1,1,1,1,-55555,1,-55555,2,6
15,1,3,0,1,0,0,0,-55555,0,-55555,2,4
16,1,4,0,1,1,1,1,-55555,1,-55555,2,5
17,1,4,0,0,1,1,1,-55555,0,-55555,1,5
18,1,5,1,1,1,0,1,-55555,0,-55555,1,3
19,1,4,1,0,1,0,1,-55555,0,-55555,1,4
20,1,4,1,1,1,0,1,-55555,0,-55555,1,4
21,1,5,1,1,1,1,1,-55555,1,-55555,2,6
22,1,5,0,1,1,0,1,-55555,1,-55555,1,5
23,1,3,0,1,1,0,1,-55555,1,-55555,2,5
24,1,3,0,1,1,1,1,-55555,1,-55555,0,4
25,1,4,1,0,1,1,1,-55555,1,-55555,2,5
26,1,5,0,0,1,1,1,-55555,0,-55555,0,4
27,1,5,1,1,0,0,1,-55555,0,-55555,1,3
28,1,3,1,0,0,1,1,-55555,0,-55555,1,4
29,1,5,0,1,1,1,1,-55555,1,-55555,2,5
30,1,2,0,0,1,0,1,-55555,1,-55555,2,4
31,1,2,1,1,0,1,1,-55555,1,-55555,2,4
32,1,2,1,0,0,0,1,-55555,1,-55555,2,3
33,1,4,1,1,1,1,1,-55555,1,-55555,2,5
34,1,5,1,1,0,1,1,-55555,0,-55555,1,2
35,1,2,0,0,1,0,1,-55555,1,-55555,2,4
36,1,3,1,1,1,1,1,-55555,1,-55555,1,5
37,1,4,0,1,1,1,1,-55555,1,-55555,2,5
38,1,2,0,0,0,0,1,-55555,1,-55555,1,3
39,1,4,1,0,0,0,1,-55555,0,-55555,0,3
40,1,3,0,0,0,0,1,-55555,0,-55555,2,3
41,1,2,0,0,0,0,0,-55555,0,-55555,0,0
42,1,4,0,0,1,1,1,-55555,1,-55555,1,5
43,1,4,0,0,1,0,1,-55555,1,-55555,2,3
44,1,5,1,1,1,0,1,-55555,0,-55555,0,3
45,1,2,1,0,0,1,0,-55555,1,-55555,1,5
46,1,5,1,0,1,0,1,-55555,1,-55555,2,5
47,1,3,0,1,0,1,1,-55555,0,-55555,1,3
48,1,3,1,1,1,0,1,-55555,0,-55555,1,4
49,1,3,0,0,1,1,1,-55555,1,-55555,1,4
50,1,4,0,0,1,0,1,-55555,1,-55555,1,4
51,1,5,0,0,1,0,1,-55555,0,-55555,1,3
52,1,5,0,0,1,1,1,-55555,1,-55555,1,5
53,1,3,1,1,1,1,1,-55555,1,-55555,0,4
54,1,2,0,0,0,0,0,-55555,0,-55555,0,2
55,1,5,1,1,1,0,0,-55555,0,-55555,0,1
56,1,3,1,0,1,1,1,-55555,1,-55555,1,4
57,1,5,1,1,1,1,1,-55555,1,-55555,1,4
58,1,5,1,1,1,1,1,-55555,1,-55555,2,7
59,1,4,1,1,1,1,1,-55555,1,-55555,2,6
60,1,4,0,0,1,1,1,-55555,1,-55555,2,8
61,1,4,1,0,1,0,0,-55555,1,-55555,2,3
62,1,5,1,0,1,1,1,-55555,1,-55555,2,6
63,1,5,1,0,1,1,1,-55555,0,-55555,1,4
64,1,3,0,0,1,1,1,-55555,1,-55555,2,4
65,1,2,0,1,1,1,1,-55555,1,-55555,2,5
66,1,5,0,0,1,1,1,-55555,1,-55555,1,4
67,1,5,0,1,1,0,1,-55555,1,-55555,1,4
68,1,4,0,1,1,1,0,-55555,1,-55555,0,3
69,1,5,1,0,1,1,1,-55555,1,-55555,0,5
70,1,5,0,1,1,1,1,-55555,1,-55555,1,4
71,1,5,0,0,1,1,1,-55555,1,-55555,2,5
72,1,5,0,1,1,0,1,-55555,1,-55555,0,4
73,1,3,1,1,0,1,0,-55555,0,-55555,2,4
74,1,5,0,0,1,1,1,-55555,1,-55555,2,7
75,1,3,0,1,0,0,0,-55555,0,-55555,0,3
76,1,2,0,1,1,1,1,-55555,1,-55555,2,5
77,1,2,0,1,1,1,0,-55555,1,-55555,2,6
78,1,3,0,0,1,0,1,-55555,1,-55555,2,3
79,1,4,1,0,1,1,1,-55555,1,-55555,1,5
80,1,4,1,0,1,1,1,-55555,1,-55555,2,4
81,1,5,1,0,1,0,1,-55555,0,-55555,0,3
82,1,3,1,0,1,1,1,-55555,1,-55555,2,5
83,1,4,1,0,1,1,0,-55555,0,-55555,1,3
84,1,5,1,1,1,0,1,-55555,0,-55555,0,4
85,1,5,1,0,1,1,1,-55555,1,-55555,2,6
86,1,3,0,0,1,1,1,-55555,1,-55555,1,5
87,1,2,1,0,1,1,1,-55555,1,-55555,1,5
88,1,4,0,0,1,1,1,-55555,1,-55555,2,6
89,1,2,0,1,1,1,1,-55555,1,-55555,2,7
90,1,4,1,0,1,1,1,-55555,1,-55555,2,5
91,1,4,1,1,1,1,1,-55555,1,-55555,0,4
92,1,5,0,0,1,1,1,-55555,0,-55555,1,3
